SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
935351,940IFCI25   ,F ,D,1097.00,1097.00,1097.00,1097.00,1097.00,1090.00,1,25,27425.00,,INE039A07843,06-Jan-22,,
935383,849NTPC25   ,F ,D,14.00,14.21,13.98,14.02,14.02,14.04,23,1794,25135.00,,INE733E07JP6,06-Jan-22,,
935506,736PFC25    ,F ,D,1099.00,1099.00,1099.00,1099.00,1099.00,1109.99,1,9,9891.00,,INE134E07547,06-Jan-22,,
935512,735PFC35    ,F ,D,1270.00,1270.00,1270.00,1270.00,1270.00,1274.00,1,27,34290.00,,INE134E07570,06-Jan-22,,
935540,714REC25    ,F ,D,1074.20,1074.20,1074.20,1074.20,1074.20,1075.00,1,40,42968.00,,INE020B07JQ2,06-Jan-22,,
935574,753IRFC30   ,F ,D,1205.00,1205.00,1205.00,1205.00,1205.00,1215.86,2,92,110860.00,,INE053F07835,06-Jan-22,,
935618,774IREDA31  ,F ,D,1218.99,1229.99,1210.00,1215.77,1210.00,1279.32,16,1800,2190081.00,,INE202E07229,06-Jan-22,,
935640,727HUDCO26  ,F ,D,1141.24,1141.37,1141.23,1141.37,1141.37,1141.98,3,50,57062.00,,INE031A07AN7,06-Jan-22,,
935664,739NHAI31A  ,F ,D,1214.00,1214.00,1213.10,1213.10,1213.10,1428.00,2,99,120119.00,,INE906B07EO8,06-Jan-22,,
935672,729HUDCO26  ,F ,D,1083.41,1083.41,1083.41,1083.41,1083.41,1083.21,4,312,338023.00,,INE031A07AS6,06-Jan-22,,
935688,729NABARD26 ,F ,D,1145.05,1145.05,1145.00,1145.00,1145.00,1145.00,3,167,191217.00,,INE261F07024,06-Jan-22,,
935690,764NABARD31 ,F ,D,1262.00,1262.00,1262.00,1262.00,1262.00,1260.55,3,100,126200.00,,INE261F07032,06-Jan-22,,
935740,872MMFSL26  ,F ,D,1085.00,1098.00,1085.00,1098.00,1098.00,1130.00,4,53,57570.00,,INE774D08LU6,06-Jan-22,,
935748,88MMFSL23   ,F ,D,1043.00,1043.00,1043.00,1043.00,1043.00,1080.00,1,25,26075.00,,INE774D08LY8,06-Jan-22,,
935752,9MMFSL26    ,F ,D,1110.00,1119.75,1110.00,1119.75,1119.75,1110.10,2,210,233197.00,,INE774D08MA6,06-Jan-22,,
935760,MMFSL26A    ,F ,D,1738.00,1738.00,1555.40,1712.00,1712.00,1742.00,19,756,1260400.00,,INE774D08MG3,06-Jan-22,,
935788,10EHFL26    ,F ,D,957.10,963.00,957.10,963.00,963.00,960.00,5,470,450245.00,,INE530L07228,06-Jan-22,,
935912,915RHFL27B  ,F ,D,291.00,291.00,291.00,291.00,291.00,272.00,3,99,28809.00,,INE217K07AG5,06-Jan-22,,
935944,0SEFL22B    ,F ,D,301.00,301.00,290.00,290.00,290.00,301.00,3,70,20630.00,,INE881J07EP3,06-Jan-22,,
935966,0MFL25      ,F ,D,1521.05,1521.05,1490.00,1490.00,1490.00,1515.00,4,1265,1885005.00,,INE414G08330,06-Jan-22,,
936048,805MMFSL32  ,F ,D,1070.90,1070.90,1070.90,1070.90,1070.90,1070.50,1,1,1070.00,,INE774D08MM1,06-Jan-22,,
936050,925SEFL22   ,F ,D,155.05,155.05,155.05,155.05,155.05,160.25,1,162,25118.00,,INE881J08573,06-Jan-22,,
936062,950SEFL27   ,F ,D,165.00,165.00,165.00,165.00,165.00,165.00,1,10,1650.00,,INE881J08631,06-Jan-22,,
936064,955SEFL27   ,F ,D,151.10,151.10,151.10,151.10,151.10,126.00,1,1,151.00,,INE881J08649,06-Jan-22,,
936082,0KFL24B     ,F ,D,1440.00,1448.00,1440.00,1448.00,1448.00,1448.00,2,200,288800.00,,INE403Q07771,06-Jan-22,,
936130,888ERFL28   ,F ,D,898.20,900.00,898.20,898.51,900.00,885.00,4,203,182398.00,,INE528S07110,06-Jan-22,,
936138,875MFL23    ,F ,D,1029.00,1029.00,1029.00,1029.00,1029.00,1029.00,2,3,3087.00,,INE414G07CK4,06-Jan-22,,
936222,911JMFCSL23 ,F ,D,1020.00,1020.00,1020.00,1020.00,1020.00,1018.10,1,50,51000.00,,INE651J07614,06-Jan-22,,
936224,975JMFCSL28 ,F ,D,1100.00,1100.00,1100.00,1100.00,1100.00,1100.00,2,15,16500.00,,INE651J07622,06-Jan-22,,
936226,934JMFCS28  ,F ,D,1032.00,1032.00,1032.00,1032.00,1032.00,1032.00,5,44,45408.00,,INE651J07630,06-Jan-22,,
936234,93STFCL23   ,F ,D,1074.00,1074.00,1074.00,1074.00,1074.00,1056.15,3,470,504780.00,,INE721A07NW7,06-Jan-22,,
936236,94STFCL28   ,F ,D,1090.00,1090.00,1090.00,1090.00,1090.00,1100.00,1,10,10900.00,,INE721A07NX5,06-Jan-22,,
936246,925EFL23    ,F ,D,966.01,966.01,966.01,966.01,966.01,980.00,1,241,232808.00,,INE804I075Y4,06-Jan-22,,
936252,943EFL28    ,F ,D,944.50,944.50,944.50,944.50,944.50,935.00,1,50,47225.00,,INE804I078Y8,06-Jan-22,,
936254,985EFL28    ,F ,D,935.00,942.50,935.00,942.07,942.50,935.29,6,810,762070.00,,INE804I079Y6,06-Jan-22,,
936290,890TCFSL23  ,F ,D,1056.41,1056.75,1056.41,1056.69,1056.60,1065.75,9,377,398360.00,,INE306N07KF1,06-Jan-22,,
936316,925AHFL23   ,F ,D,1016.00,1016.00,1016.00,1016.00,1016.00,1029.00,5,161,163576.00,,INE538L07502,06-Jan-22,,
936318,965AHFL23   ,F ,D,1040.00,1040.00,1040.00,1040.00,1040.00,1011.00,2,35,36400.00,,INE538L07510,06-Jan-22,,
936322,975AHFL28   ,F ,D,1050.00,1050.00,1040.00,1040.00,1040.00,1050.00,3,613,643520.00,,INE538L07536,06-Jan-22,,
936344,12KAFL23    ,F ,D,1000.00,1001.00,1000.00,1001.00,1001.00,1000.00,2,19,19013.00,,INE01I507042,06-Jan-22,,
936378,0JMFCSL22   ,F ,D,1347.00,1347.00,1347.00,1347.00,1347.00,1343.00,1,40,53880.00,,INE651J07655,06-Jan-22,,
936380,101JMFCSL23 ,F ,D,1038.00,1038.00,1034.00,1036.22,1034.00,1037.00,3,135,139890.00,,INE651J07663,06-Jan-22,,
936384,1025JFCSL28 ,F ,D,1062.00,1062.00,1058.00,1059.99,1060.00,1050.00,5,205,217299.00,,INE651J07689,06-Jan-22,,
936386,981JMFCSL28 ,F ,D,1070.00,1070.00,1070.00,1070.00,1070.00,1070.00,1,50,53500.00,,INE651J07697,06-Jan-22,,
936388,1020EFL22   ,F ,D,1004.00,1004.00,996.00,997.00,997.00,1000.00,7,142,141735.00,,INE804I075Z1,06-Jan-22,,
936390,EFL4JAN19   ,F ,D,1330.12,1330.12,1330.12,1330.12,1330.12,1323.00,3,90,119710.00,,INE804I076Z9,06-Jan-22,,
936394,1040EFL24   ,F ,D,980.00,985.00,980.00,985.00,985.00,1028.00,3,43,42297.00,,INE804I078Z5,06-Jan-22,,
936398,1015EFL29   ,F ,D,1016.00,1016.00,1016.00,1016.00,1016.00,1005.00,1,40,40640.00,,INE804IA7014,06-Jan-22,,
936400,1060EFL29   ,F ,D,981.00,982.00,967.00,967.00,967.00,979.00,9,95,92440.00,,INE804IA7022,06-Jan-22,,
936404,905MMFSL22  ,F ,D,1070.55,1074.99,1070.55,1074.99,1074.99,1065.02,3,26,27936.00,,INE774D07SS7,06-Jan-22,,
936412,93MMFSL27   ,F ,D,1149.00,1149.00,1149.00,1149.00,1149.00,1149.00,5,218,250482.00,,INE774D07SW9,06-Jan-22,,
936416,95MMFSL29   ,F ,D,1150.00,1150.00,1150.00,1150.00,1150.00,1152.00,1,100,115000.00,,INE774D08MP4,06-Jan-22,,
936422,981SEFL22   ,F ,D,280.00,323.90,280.00,290.00,290.00,280.00,6,48,13733.00,,INE881J07FO3,06-Jan-22,,
936428,1005SEFL24  ,F ,D,249.80,249.80,249.80,249.80,249.80,249.80,1,20,4996.00,,INE881J07FR6,06-Jan-22,,
936456,94STFCL22   ,F ,D,1082.05,1085.80,1082.05,1085.80,1085.80,1082.02,11,210,227980.00,,INE721A07OO2,06-Jan-22,,
936458,95STFCL24   ,F ,D,1116.99,1117.00,1116.99,1117.00,1117.00,1096.06,2,2,2233.00,,INE721A07OP9,06-Jan-22,,
936462,0STFCL22A   ,F ,D,1298.00,1298.00,1298.00,1298.00,1298.00,1298.00,3,200,259600.00,,INE721A07OR5,06-Jan-22,,
936464,0STFCL24    ,F ,D,1375.00,1375.00,1375.00,1375.00,1375.00,1335.00,1,50,68750.00,,INE721A07OS3,06-Jan-22,,
936474,102IFL24    ,F ,D,1081.10,1104.99,1081.10,1100.00,1100.00,1105.10,7,439,476772.00,,INE866I07CF1,06-Jan-22,,
936478,105IFL29    ,F ,D,1160.00,1160.00,1160.00,1160.00,1160.00,1450.00,2,8,9280.00,,INE866I08295,06-Jan-22,,
936484,975MFL22A   ,F ,D,1090.00,1090.00,1090.00,1090.00,1090.00,1090.00,1,5,5450.00,,INE522D07AW0,06-Jan-22,,
936486,1015MFL24   ,F ,D,1120.02,1120.02,1120.00,1120.00,1120.00,1120.00,2,10,11200.00,,INE522D07AX8,06-Jan-22,,
936516,0LTFL22A    ,F ,D,1276.20,1276.20,1276.20,1276.20,1276.20,1280.00,1,2,2552.00,,INE027E07915,06-Jan-22,,
936524,889LTFL24   ,F ,D,1050.55,1054.96,1050.55,1054.85,1054.86,1064.99,6,236,248955.00,,INE027E07956,06-Jan-22,,
936528,935LTFL29   ,F ,D,1180.00,1190.00,1180.00,1190.00,1190.00,1205.00,7,105,124829.00,,INE027E07972,06-Jan-22,,
936536,950MFL22A   ,F ,D,1000.50,1000.50,1000.10,1000.10,1000.10,1006.00,2,34,34007.00,,INE414G07DC9,06-Jan-22,,
936538,975MFL24A   ,F ,D,1040.00,1046.79,1036.00,1040.15,1040.00,1040.00,15,699,727406.00,,INE414G07DD7,06-Jan-22,,
936574,905LTFL27   ,F ,D,1128.00,1130.00,1120.00,1130.00,1130.00,1140.00,12,197,221562.00,,INE027E07AL1,06-Jan-22,,
936598,926SCUF22   ,F ,D,1000.01,1001.00,1000.01,1000.11,1000.11,1001.00,8,255,255013.00,,INE722A07919,06-Jan-22,,
936604,935SCUF24   ,F ,D,1021.10,1050.00,1020.00,1030.00,1030.00,1023.30,16,749,766408.00,,INE722A07943,06-Jan-22,,
936642,975MHIL24   ,F ,D,1025.00,1025.00,1016.16,1025.00,1025.00,1025.00,11,367,374234.00,,INE652X07035,06-Jan-22,,
936664,1050SEFL22  ,F ,D,222.23,225.00,220.00,225.00,225.00,273.28,8,663,146564.00,,INE872A07UZ6,06-Jan-22,,
936704,1004JMFPL24 ,F ,D,1030.00,1030.00,1025.10,1025.14,1025.10,1030.06,24,639,657394.00,,INE523H07AK4,06-Jan-22,,
936706,1050JMFPL24 ,F ,D,1091.00,1091.00,1091.00,1091.00,1091.00,1081.31,4,728,794248.00,,INE523H07AL2,06-Jan-22,,
936712,102EFL22    ,F ,D,1047.00,1047.00,1047.00,1047.00,1047.00,1047.97,3,24,25128.00,,INE804IA7089,06-Jan-22,,
936722,995EFL29    ,F ,D,975.00,975.00,975.00,975.00,975.00,975.00,1,2,1950.00,,INE804IA7139,06-Jan-22,,
936724,104EFL29    ,F ,D,946.10,946.10,946.10,946.10,946.10,945.00,1,10,9461.00,,INE804IA7147,06-Jan-22,,
936728,95MFL22     ,F ,D,1004.00,1005.00,1004.00,1005.00,1005.00,1010.00,6,4693,4712102.00,,INE414G07DI6,06-Jan-22,,
936730,975MFL24AA  ,F ,D,1040.00,1040.00,1035.00,1035.00,1035.00,1040.37,15,1000,1039045.00,,INE414G07DJ4,06-Jan-22,,
936734,975MFL22AA  ,F ,D,1064.10,1064.10,1064.10,1064.10,1064.10,1064.00,1,622,661870.00,,INE414G07DL0,06-Jan-22,,
936736,10MFL24A    ,F ,D,1095.00,1095.00,1095.00,1095.00,1095.00,1095.00,1,10,10950.00,,INE414G07DM8,06-Jan-22,,
936744,0MFL26A     ,F ,D,1262.02,1320.00,1250.00,1320.00,1320.00,1350.00,8,700,884211.00,,INE414G07DQ9,06-Jan-22,,
936758,1013DLSL24  ,F ,D,990.00,990.00,990.00,990.00,990.00,990.00,2,20,19800.00,,INE614X07183,06-Jan-22,,
936760,1061DLSL24  ,F ,D,1006.80,1006.80,1006.80,1006.80,1006.80,955.83,1,50,50340.00,,INE614X07191,06-Jan-22,,
936780,912STF23    ,F ,D,1012.00,1012.00,1011.90,1011.99,1012.00,1020.00,4,90,91079.00,,INE721A07OY1,06-Jan-22,,
936784,931STF26    ,F ,D,992.63,992.63,992.63,992.63,992.63,991.50,1,100,99263.00,,INE721A07PA8,06-Jan-22,,
936792,97STF26     ,F ,D,1095.00,1095.00,1095.00,1095.00,1095.00,1104.00,3,62,67890.00,,INE721A07PE0,06-Jan-22,,
936802,845TCFS22   ,F ,D,1042.00,1042.00,1042.00,1042.00,1042.00,1031.10,1,100,104200.00,,INE306N07LI3,06-Jan-22,,
936848,0JMFPL22B   ,F ,D,1272.00,1280.00,1265.00,1280.00,1280.00,1257.00,5,1331,1701330.00,,INE523H07AN8,06-Jan-22,,
936884,945SCUF24   ,F ,D,1024.00,1025.00,1024.00,1025.00,1025.00,1000.50,2,100,102450.00,,INE722A07AC4,06-Jan-22,,
936900,1175KAFL24  ,F ,D,1018.00,1018.00,1018.00,1018.00,1018.00,1018.00,2,10,10180.00,,INE01I507166,06-Jan-22,,
936908,BILNCD      ,F ,D,31.03,31.40,31.03,31.12,31.12,31.08,17,2012,62920.00,,INE216A07052,06-Jan-22,,
936924,10MFL22A    ,F ,D,1230.00,1230.00,1220.00,1230.00,1230.00,1228.00,5,360,442700.00,,INE549K07501,06-Jan-22,,
936930,975MFL24B   ,F ,D,1046.00,1046.00,1046.00,1046.00,1046.00,1027.06,1,10,10460.00,,INE414G07DV9,06-Jan-22,,
936944,0MFL27      ,F ,D,1275.10,1275.10,1225.00,1225.00,1225.00,1200.00,2,350,430754.00,,INE414G07EC7,06-Jan-22,,
936951,0MHFL22     ,F ,D,1221.05,1221.05,1221.05,1221.05,1221.05,1207.10,1,5,6105.00,,INE360T07041,06-Jan-22,,
936965,102ECL23    ,F ,D,985.10,985.10,985.10,985.10,985.10,1000.00,1,10,9851.00,,INE804IA7196,06-Jan-22,,
936967,0ECL23      ,F ,D,1235.00,1235.00,1235.00,1235.00,1235.00,1211.00,1,1,1235.00,,INE804IA7204,06-Jan-22,,
936969,995ECL24    ,F ,D,980.00,985.00,977.10,977.21,977.10,985.00,13,150,147028.00,,INE804IA7212,06-Jan-22,,
936971,104ECL24    ,F ,D,982.01,982.01,980.00,981.97,980.00,982.00,2,102,100161.00,,INE804IA7220,06-Jan-22,,
936973,0ECL24      ,F ,D,1120.15,1188.00,1120.15,1188.00,1188.00,1110.10,2,13,14765.00,,INE804IA7238,06-Jan-22,,
936975,995ECL29    ,F ,D,949.00,960.25,949.00,960.00,960.00,957.00,9,1400,1333042.00,,INE804IA7246,06-Jan-22,,
936983,10KFL22C    ,F ,D,997.00,997.00,997.00,997.00,997.00,997.00,10,415,413755.00,,INE403Q07AS3,06-Jan-22,,
936997,845LTFL22   ,F ,D,1020.10,1020.10,1020.10,1020.10,1020.10,1018.00,2,15,15301.00,,INE027E07AS6,06-Jan-22,,
937001,0LTFL22BB   ,F ,D,1183.00,1183.00,1183.00,1183.00,1183.00,1197.00,1,200,236600.00,,INE027E07AU2,06-Jan-22,,
937017,865LTFL26   ,F ,D,1057.01,1059.75,1057.01,1059.75,1059.75,1058.31,2,85,90051.00,,INE027E07BC8,06-Jan-22,,
937021,95MFL23A    ,F ,D,1021.00,1021.00,1021.00,1021.00,1021.00,1015.58,2,26,26546.00,,INE414G07EI4,06-Jan-22,,
937061,852STFCL23  ,F ,D,1012.00,1012.00,1012.00,1012.00,1012.00,1049.00,1,4,4048.00,,INE721A07PI1,06-Jan-22,,
937067,885STFCL23  ,F ,D,1090.00,1090.00,1090.00,1090.00,1090.00,1087.95,1,25,27250.00,,INE721A07PL5,06-Jan-22,,
937085,98EFIL25    ,F ,D,998.00,999.00,993.00,993.00,993.00,992.00,14,3351,3338078.00,,INE918K07FR4,06-Jan-22,,
937099,94MFL23     ,F ,D,995.00,1008.00,995.00,1008.00,1008.00,993.00,2,103,103798.00,,INE549K07535,06-Jan-22,,
937113,0MFL23CC    ,F ,D,1193.00,1193.00,1193.00,1193.00,1193.00,1216.00,1,100,119300.00,,INE549K07600,06-Jan-22,,
937115,0MFL25B     ,F ,D,1190.02,1190.02,1190.02,1190.02,1190.02,1205.00,1,14,16660.00,,INE549K07618,06-Jan-22,,
937123,0MMFL24B    ,F ,D,1021.05,1021.05,1021.05,1021.05,1021.05,1174.00,2,10,10210.00,,INE101Q07581,06-Jan-22,,
937131,95JFPL22    ,F ,D,1080.00,1080.00,1080.00,1080.00,1080.00,1080.00,1,1965,2122200.00,,INE523H07AW9,06-Jan-22,,
937133,0JFPL22A    ,F ,D,1183.00,1183.00,1183.00,1183.00,1183.00,1195.00,1,841,994903.00,,INE523H07AT5,06-Jan-22,,
937139,929JFPL23   ,F ,D,1021.00,1021.00,1021.00,1021.00,1021.00,1021.00,1,50,51050.00,,INE523H07AY5,06-Jan-22,,
937167,0MVAFL25    ,F ,D,1101.05,1101.05,1101.05,1101.05,1101.05,1082.40,1,1,1101.00,,INE00XE07176,06-Jan-22,,
937199,KFL29MAY20A ,F ,D,1158.00,1158.00,1158.00,1158.00,1158.00,1080.00,3,300,347400.00,,INE403Q07BB7,06-Jan-22,,
937219,105MMFL25A  ,F ,D,990.00,990.00,990.00,990.00,990.00,985.00,9,560,554400.00,,INE101Q07706,06-Jan-22,,
937255,0MFL22C     ,F ,D,1142.01,1142.01,1142.00,1142.00,1142.00,1137.04,2,100,114200.00,,INE549K07725,06-Jan-22,,
937261,95MMFL22    ,F ,D,990.00,990.00,990.00,990.00,990.00,990.00,1,10,9900.00,,INE101Q07722,06-Jan-22,,
937263,975MMFL22C  ,F ,D,921.05,995.00,921.05,995.00,995.00,995.00,26,600,589373.00,,INE101Q07730,06-Jan-22,,
937271,105MMFL25B  ,F ,D,990.00,990.00,990.00,990.00,990.00,990.00,2,5,4950.00,,INE101Q07771,06-Jan-22,,
937291,885MFL23    ,F ,D,992.00,992.00,971.00,971.00,971.00,995.00,2,109,107939.00,,INE549K07808,06-Jan-22,,
937301,96MFL25     ,F ,D,1015.00,1015.00,1015.00,1015.00,1015.00,1015.00,2,54,54810.00,,INE549K07857,06-Jan-22,,
937303,0MFL23C     ,F ,D,1100.00,1100.00,1090.00,1090.00,1090.00,1105.00,4,30,32950.00,,INE549K07865,06-Jan-22,,
937331,105MMFL25C  ,F ,D,1000.00,1000.00,1000.00,1000.00,1000.00,990.00,1,10,10000.00,,INE101Q07847,06-Jan-22,,
937339,939EFSL26   ,F ,D,951.00,965.00,951.00,965.00,965.00,954.37,3,10,9608.00,,INE532F07BM3,06-Jan-22,,
937349,MFLI24      ,F ,D,971.01,971.01,971.01,971.01,971.01,973.06,2,10,9710.00,,INE414G07FJ9,06-Jan-22,,
937351,MFLII26     ,F ,D,955.00,958.00,955.00,958.00,958.00,959.52,2,86,82175.00,,INE414G07FK7,06-Jan-22,,
937359,MFLVI26     ,F ,D,1032.10,1032.10,1032.10,1032.10,1032.10,1053.95,2,400,412840.00,,INE414G07FO9,06-Jan-22,,
937369,682PFCL31   ,F ,D,1019.99,1019.99,1008.31,1018.42,1019.00,1019.99,11,240,244643.00,,INE134E07AL5,06-Jan-22,,
937385,715PFCL36   ,F ,D,1070.00,1076.00,1070.00,1076.00,1076.00,1080.00,8,524,561856.00,,INE134E07AT8,06-Jan-22,,
937403,825MFL23    ,F ,D,980.05,980.05,977.00,978.55,977.00,980.09,4,100,97854.00,,INE549K07923,06-Jan-22,,
937413,0MFL23E     ,F ,D,1061.02,1061.02,1061.02,1061.02,1061.02,1077.00,1,10,10610.00,,INE549K07956,06-Jan-22,,
937425,0MMFL23     ,F ,D,1032.40,1032.40,1032.40,1032.40,1032.40,1025.10,1,100,103240.00,,INE101Q07888,06-Jan-22,,
937437,85MFL24A    ,F ,D,973.00,973.00,951.20,973.00,973.00,970.60,5,172,166571.00,,INE549K07AA4,06-Jan-22,,
937441,9MFL27A     ,F ,D,980.00,980.00,980.00,980.00,980.00,980.00,6,157,153860.00,,INE549K08202,06-Jan-22,,
937453,10IFL28     ,F ,D,1010.00,1015.00,1010.00,1010.05,1010.05,1010.00,10,298,301483.00,,INE530B08094,06-Jan-22,,
937455,96IFL28     ,F ,D,964.00,964.99,961.00,962.55,964.50,969.99,13,729,701918.00,,INE530B08102,06-Jan-22,,
937457,0IFL28      ,F ,D,926.50,926.50,926.50,926.50,926.50,951.60,1,1,926.00,,INE530B08110,06-Jan-22,,
937461,MFLII26B    ,F ,D,921.05,957.00,921.05,957.00,957.00,965.67,12,405,384609.00,,INE414G07FR2,06-Jan-22,,
937491,910EFSL24   ,F ,D,990.00,990.00,990.00,990.00,990.00,987.00,1,50,49500.00,,INE532F07BV4,06-Jan-22,,
937495,916EFSL26   ,F ,D,969.05,969.05,969.05,969.05,969.05,969.05,1,100,96905.00,,INE532F07BX0,06-Jan-22,,
937497,955EFSL26   ,F ,D,1030.00,1030.00,1030.00,1030.00,1030.00,1030.07,2,12,12360.00,,INE532F07BY8,06-Jan-22,,
937501,930EFSL31   ,F ,D,967.00,967.00,967.00,967.00,967.00,940.00,1,9,8703.00,,INE532F07CA6,06-Jan-22,,
937505,9MMFL22     ,F ,D,971.00,971.00,971.00,971.00,971.00,971.00,1,10,9710.00,,INE101Q07912,06-Jan-22,,
937537,82IGT31     ,F ,D,1101.00,1110.00,1101.00,1109.79,1110.00,1100.00,5,329,364280.00,,INE219X07264,06-Jan-22,,
937543,825MFCL23A  ,F ,D,980.00,980.00,977.00,980.00,980.00,989.00,3,234,229218.00,,INE549K07AH9,06-Jan-22,,
937553,0MFCL23VI   ,F ,D,1030.00,1031.00,875.20,1030.00,1030.00,1047.00,8,405,398526.00,,INE549K07AM9,06-Jan-22,,
937561,BILNCD2021  ,F ,D,29.41,29.95,29.41,29.52,29.55,29.51,92,692,20403.00,,INE216A08027,06-Jan-22,,
937581,9PCHFL31A   ,F ,D,1056.00,1062.00,1056.00,1062.00,1062.00,1059.01,4,265,280320.00,,INE516Y07428,06-Jan-22,,
937621,96IHFL28    ,F ,D,983.00,983.00,983.00,983.00,983.00,975.00,2,200,196600.00,,INE477L08154,06-Jan-22,,
937623,0IHFL28     ,F ,D,950.00,950.00,950.00,950.00,950.00,940.00,4,49,46550.00,,INE477L08162,06-Jan-22,,
937625,875EFSL24   ,F ,D,949.00,962.78,949.00,962.78,962.78,962.78,3,20,19117.00,,INE532F07CC2,06-Jan-22,,
937633,955EFSL26A  ,F ,D,936.10,965.80,936.10,962.80,962.80,936.10,4,70,66091.00,,INE532F07CG3,06-Jan-22,,
937637,93EFSL31    ,F ,D,920.00,920.00,920.00,920.00,920.00,915.00,5,62,57040.00,,INE532F07CI9,06-Jan-22,,
937641,875MMFL23   ,F ,D,986.00,986.00,986.00,986.00,986.00,995.00,1,13,12818.00,,INE101Q07961,06-Jan-22,,
937645,ZCMMFL23    ,F ,D,1020.00,1020.00,925.00,925.00,925.00,932.00,2,100,97250.00,,INE101Q07987,06-Jan-22,,
937685,889IHFL28   ,F ,D,812.40,812.40,812.40,812.40,812.40,0.00,1,10,8124.00,,INE148I08330,06-Jan-22,,
937707,820JMFPL26  ,F ,D,1010.39,1010.39,1010.39,1010.39,1010.39,1009.40,1,100,101039.00,,INE523H07BO4,06-Jan-22,,
937711,830JMFPL30  ,F ,D,1035.00,1035.00,1035.00,1035.00,1035.00,1000.00,1,2,2070.00,,INE523H07BQ9,06-Jan-22,,
937731,1050IML23   ,F ,D,1049.95,1049.95,965.00,965.00,965.00,981.00,4,102,99533.00,,INE0BUS07049,06-Jan-22,,
937769,825MFL24    ,F ,D,974.00,985.00,974.00,981.88,985.00,973.66,11,665,651250.00,,INE549K07AS6,06-Jan-22,,
937775,950MFL27    ,F ,D,1004.00,1018.00,989.00,992.82,1018.00,1004.00,3,195,193600.00,,INE549K08285,06-Jan-22,,
937787,1003UCL24   ,F ,D,1000.21,1003.92,1000.21,1003.92,1003.92,1008.98,2,13,13013.00,,INE583D07174,06-Jan-22,,
937789,875EFSL23   ,F ,D,966.00,966.00,966.00,966.00,966.00,980.00,1,20,19320.00,,INE532F07CL3,06-Jan-22,,
937791,EFSL281221  ,F ,D,869.00,869.00,869.00,869.00,869.00,0.00,2,20,17380.00,,INE532F07CM1,06-Jan-22,,
937793,875EFSL24A  ,F ,D,990.00,1000.00,990.00,996.00,1000.00,977.50,3,50,49800.00,,INE532F07CN9,06-Jan-22,,
937799,915EFSL26A  ,F ,D,990.00,990.00,971.00,971.00,971.00,970.01,2,20,19610.00,,INE532F07CQ2,06-Jan-22,,
937801,955EFSL26B  ,F ,D,976.00,976.00,976.00,976.00,976.00,960.00,1,60,58560.00,,INE532F07CR0,06-Jan-22,,
937805,93EFSL31A   ,F ,D,985.00,990.00,985.00,985.00,985.00,990.00,3,3,2960.00,,INE532F07CT6,06-Jan-22,,
937809,85MMFL23    ,F ,D,940.00,975.00,931.05,975.00,975.00,0.00,8,53,50221.00,,INE101Q07AB9,06-Jan-22,,
937817,975MMFL26   ,F ,D,980.00,980.00,980.00,980.00,980.00,0.00,2,59,57820.00,,INE101Q07AF0,06-Jan-22,,
937819,ZCMMFL27    ,F ,D,964.80,964.80,964.80,964.80,964.80,806.50,1,202,194889.00,,INE101Q07AG8,06-Jan-22,,
957206,975UPPCL24  ,F ,D,1020000.00,1020000.00,1020000.00,1020000.00,1020000.00,1010827.40,1,1,1020000.00,,INE540P07236,06-Jan-22,,
957804,1015UPPCL23 ,F ,D,1000001.00,1015000.00,1000001.00,1015000.00,1015000.00,1025555.00,2,2,2015001.00,,INE540P07301,06-Jan-22,,
957807,1015UPPCL25 ,F ,D,1039888.00,1040000.00,1034999.00,1040000.00,1040000.00,1038000.00,16,16,16629439.00,,INE540P07327,06-Jan-22,,
958409,956SBIPERP  ,F ,D,1056000.00,1056000.00,1056000.00,1056000.00,1056000.00,1063366.00,1,1,1056000.00,,INE062A08173,06-Jan-22,,
958517,95PCHFL22   ,F ,D,802000.00,802000.00,802000.00,802000.00,802000.00,806000.00,1,2,1604000.00,,INE516Y07105,06-Jan-22,,
958656,945SBIPER   ,F ,D,1140336.81,1140336.81,1140336.81,1140336.81,1140336.81,1116639.63,1,1,1140336.00,,INE062A08199,06-Jan-22,,
959117,899BOBPERP  ,F ,D,1029664.93,1029664.93,1029664.93,1029664.93,1029664.93,1092000.00,1,10,10296649.00,,INE028A08182,06-Jan-22,,
961727,820NHAI22   ,F ,B,1020.50,1020.50,1020.50,1020.50,1020.50,1020.25,1,7,7143.00,,INE906B07CA1,06-Jan-22,,
961729,820PFC2022  ,F ,B,1018.90,1019.10,1018.90,1019.00,1019.00,1018.01,4,14,14266.00,,INE134E07190,06-Jan-22,,
961731,8IRFC230222 ,F ,B,1024.30,1024.30,1024.30,1024.30,1024.30,1021.80,1,40,40972.00,,INE053F07520,06-Jan-22,,
961732,810IRFC2327 ,F ,B,1179.90,1180.00,1179.90,1180.00,1180.00,1179.08,3,150,176991.00,,INE053F07538,06-Jan-22,,
961737,870LTFL22A  ,F ,B,1070.00,1070.00,1067.50,1067.50,1067.50,1067.12,3,67,71676.00,,INE691I07299,06-Jan-22,,
